Series 1: 
-0.0157454354886571,30.0295256006111
0.996441244070247,24.7242524691213
2.01571043317809,32.6305836885337
3.01635266564473,31.205546800683
4.00473229445647,32.3211079530551
5.01463847720491,35.46936627722
6.01768061252804,51.2286063776127
7.01537371966038,57.0098515836194
8.04226005175978,66.4175490313596
9.03907403620335,70.5588922987046
10.050998486533,77.4719959186681
11.0568928981384,73.1367580720438
12.0522086594081,74.4833388805438
13.0547846924136,63.9580486457336
14.0460763005306,57.7980360730399
15.0394480862773,55.5183548481632
16.0494679141385,46.1710698960298
17.0418243750897,41.9974174180511
18.0394701612087,34.9828556125102
19.0445721241932,29.1693963000496
20.0326545847721,29.730624402734
21.018916889925,26.8965625760797
22.0205744471871,27.365496941329
23.0352994387347,26.7951519425932
24.0531570787367,32.068401175986

